"Plays bagpipes at sunrise every holy day of the week. Hates (choose a race). If something bad happens he accuses that race for it even if there where none around. Always makes puns about the weakness, the size and the magical traits of this race. Immediately becomes friends with people who paysfor his drinks. Why are your ears so pointy?' I asked. 'Why is your nose so big?' They said. I miss that stupid elf. Claims to be a heir of a former king (He's not.). This dwarf has multiple spouses. Because of their upbringing, they start every fight by throwing a stone. Either to incapacitate an enemy or distract them. 'I'll stop doing it when it stops working.' is their response. Thinks the end of days will come in their lifetime. Thus, they are extremely cautious to engage in anything that comes with a long-term commitment. Missing a quarter of his/her hair from dragon fire. Still pissed about it. Doesn't believe in Goliaths. He thinks those are just tall humans who work out.Protects women with vastly more valor than men, even when he risks his own life. Uses his first bonus action in combat to taunt enemies (deception roll). Bakes his own bread. Doesn't trust 'that elf' and his baked goods. Likes fishing. Can often be found sitting by a lake or a river and fishing... while drinking obviously. Doesn't like spending gold. Will always try to trade items first (I'll give you my biscuit for your ale). Thinks gems can predict the future. Emeralds are unlucky and finding them in a dungeons only means doom is ahead. Rubies mean strength and a good omen. Sapphires mean someone will need your help, and so on. Hates the sound of metal clanking as he grew up next to a blacksmith, who would at odd hours, which would keep him up at night. He sleeps with ear plugs when in the city.",,,,
"Bold and hardy, dwarves are known as skilled warriors, miners, and workers of stone and metal. Though they stand well under 5 feet tall, dwarves are so broad and compact that they can weigh as much as a human standing nearly two feet taller. Their courage and endurance are also easily a match for any of the larger folk. Dwarven skin ranges from deep brown to a paler hue tinged with red, but the most common shades are light brown or deep tan, like certain tones of earth. Their hair, worn long but in simple styles, is usually black, gray, or brown, though paler dwarves often have red hair. Male dwarves value their beards highly and groom them carefully.",,,,
"Dwarves can live to be more than 400 years old, so the oldest living dwarves often remember a very different world. For example, some of the oldest dwarves living in Citadel Felbarr (in the world of the Forgotten Realms) can recall the day, more than three centuries ago, when orcs conquered the fortress and drove them into an exile that lasted over 250 years. This longevity grants them a perspective on the world that shorter-lived races such as humans and halflings lack.",,,,
"Dwarves are solid and enduring like the mountains they love, weathering the passage of centuries with stoic endurance and little change. They respect the traditions of their clans, tracing their ancestry back to the founding of their most ancient strongholds in the youth of the world, and don’t abandon those traditions lightly. Part of those traditions is devotion to the gods of the dwarves, who uphold the dwarven ideals of industrious labor, skill in battle, and devotion to the forge.",,,,
"Individual dwarves are determined and loyal, true to their word and decisive in action, sometimes to the point of stubbornness. Many dwarves have a strong sense of justice, and they are slow to forget wrongs they have suffered. A wrong done to one dwarf is a wrong done to the dwarf’s entire clan, so what begins as one dwarf’s hunt for vengeance can become a full-blown clan feud.",,,,
"Vanyar were descendants of Imin, the first Elf to awake at Cuiviénen, his wife Iminyë, and six other pairs of Elves who were awoken by them. Imin's companions, Tata and Enel, later awoke groups of nine and twelve pairs respectively, and Imin decided that since his group was the smallest and each group that he and his companions discovered was larger than the last, he then chose third rather than first in order to make up the numbers. However, only a further two groups were discovered, leaving Imin's group of fourteen by far the smallest of the three Elven clans.",,,,
"When the Elves were discovered by Oromë, each clan chose an ambassador to return with him to Valinor to verify his claims of its greatness. The Minyar (Imin's companions) sent Ingwë. Upon his return, his people were swayed by his testimony and adopted him as their king, and he led them with Oromë to Aman. Ingwë was since reckoned the High King of all Elves, and became known as Ingwë Ingweron, the ""Chief of Chieftains"", and his people were known by the rest of the Eldar as the Vanyar. In Aman the Vanyar first dwelt in Tirion. Later, they came to love the full light of the Trees and wandered into Valinor or settled on Taniquetil. Ingwë dwelt with them on the slopes of Taniquetil, beneath the halls of Manwë.[1]",,,,
"After arriving in Aman, the Vanyar were rarely seen even by other Elves. Very few individual Vanyar are named besides Imin, Ingwë, his sister (or possibly niece) Indis, and Amarië, who was in love with Finrod Felagund. Indis became the second wife of Finwë, the High King of the ?oldor and the mother of both Fingolfin and Finarfin, the latter of which founded the only house of ?oldorin Elves to sport golden Vanyarin hair.[2] After her husband was killed by Melkor in his attack on Formenos to attain the Silmarils [3], she returned to her people with her daughter Findis.",,,,
"Unlike the ?oldor, the Vanyar loved the light of Valinor so much that they never choose to return to Middle-earth, save when many of the Vanyar marched in the War of Wrath with the Host of Valinor[4]. Though they preferred the peaceful light of Valinor, the Vanyar were skilled in the arts of war and were known for their fashioning of spears, thus they no doubt fielded a formidable army in the war. Ingwë's son Ingwion led an armed host of his people from Valinor to fight in the War of Wrath. They returned to Aman, along with most of the Eldar living in the largely destroyed Beleriand, at the end of the First Age.[5]",,,,
"The Vanyar were the fairest of all the Elves, hence their name ""Fair Elves"". Unlike other kindreds attracted to the sea or the building and forging of things, the Vanyar culture seemed to revolve about the Valar and Valinor. This is probably the reason why they chose to stay in Valinor proper, centered around Taniquetil, the seat of the rulers of Arda, and loved the light of Valinor best of all the other places in Aman. They greatly valued the wisdom of the Valar and were thus favored by Manwë and Varda, and always distrusted by Melkor. They were known to have had the greatest skill in poetry of all Elves, likened to Manwë, who loved them for it. Their hair was golden, and their banners were white.",,,,
"The Teleri were sundered from the first two clans, the Vanyar and the ?oldor, because they tarried behind searching for their lost king Elwë (later known as Thingol), and the first two clans were ferried across to Valinor on a huge island before. The Maia Ossë kept them company while they waited, and became their friend. Later when Ulmo returned with the island ferry, the Teleri had grown to love the sea. Ossë convinced Ulmo to anchor the island in the Bay of Eldamar, off the shores of Aman, and persuaded many of the Teleri to remain in Middle-earth. The Teleri long remained on Tol Eressëa, and their language changed in different ways from that of the Vanyar and ?oldor. Much later the Teleri learned to build ships, and finally made it to Aman.",,,,
"The Teleri refused to join the ?oldor in leaving Valinor, and many of them were justly slain in the Kinslaying at their chief city of Alqualondë, or Swan Harbour, when they refused to supply the exiles with their swan ships, and started attacking the ?oldor. For this reason few or none of the Teleri joined the host of the Valar which set out to capture Morgoth for good. It is recounted that the Teleri eventually forgave the ?oldor for the Kinslaying, and the two kindreds were at peace again.",,,,
"Their tongue, known as Telerin or Lindalambë (tongue of the Lindar), was considered by some to be a dialect of Quenya, but the Teleri themselves considered it to be an independent language. It was much more conservative than Quenya, and was the closest to Common Telerin (from which Sindarin and Nandorin were also derived), and even to Common Eldarin of the later Elvish languages",,,,
"Elves are (generally) unusually beautiful in face and body. There is little physical difference between males and females except that which is required for reproduction.[19] They have far better vision and hearing than Men. They also have skills and abilities beyond what is possible for Men, and many can craft seemingly magical objects. In The Silmarillion, it is mentioned that the Elves are indeed closest in kin to the Ainur, given that Elves possess ethereal grace and various powers. Elves are light of foot, can travel long distances without leaving tracks, and often can walk lightly across snow where the boots of Men would sink.[20] They do not require sleep, but are able to enter a waking meditative state to regain their strength which means they can be exhausted and tire.[21] Although the Elves are more resistant to adverse environments and lack of food than Men, they can succumb to them thus Elves do require sustenance.",,,,
"Elves come of age at around fifty years old, and generally marry around this age. Elves who marry late or never are said to have strange fates. Elves can tell in the eyes and voice of another Elf whether they are married, and it is against an Elf's nature to take another by force; one so forced would reject bodily life and die. Because of the union of souls that occurs when Elves marry, and because of the eternal nature of Elven souls, they do not divorce or have multiple marriages. Elves have a taboo against incest, but marriage among second cousins is seen as acceptable.[19] Whether this results in degradation from strong bloodlines is unknown.",,,,
"Elves, like Men, are Children of Eru Ilúvatar and thus are very similar to Men. Unlike Men, however, they are immortal, in that their bodies do not age once they have reached maturity, so that they do not seem to become elderly or die of old age. They can be killed by physical injury however, or they may come to death from wasting away if after long eons of life they lose the will to live. Some Elves in the First Age living near Angband died from a wasting disease, which was presumably issuing from Thangorodrim, Morgoth's fortress. The Elves came into existence before Men, and when Elves die they pass to the Halls of Mandos in Valinor.",,,,
"Tidus Stormsufer, Dragon Trainer, is in fact a strong water elf. He loves to learn all about how to act around dragons and “connect” with them. He’s a caring soul, and he is grateful for every friendly fellow being that crosses his path. He feels very close to animals, nature, and is fascinated by the mysteries of life. Will often lose his train of thought in the middle of a --- oh, look! A squirrel!",,,,
"Strengths: Wise, honorable, honest, well known and liked, idealistic, tactful, polite, patient, good listener, and a bit mysterious.",,,,
"Flaws: Thinks a lot! Often looks to books for answers instead of within. He needs his space once in a while, which sometimes comes across quite rude.",,,,
Skills: Strong ability to control water. Great with animals but especially dragons (very rare).,,,,
"Favorite things: Antiques of any kind, books, feathered pens and quality paper, dragons, and anything connected to dragons.",,,,
"Tidus Stormsurfer has known Sira Copperbranch since they started working at the School of Dragons. They both enjoy each other's company, and get along swimmingly. Although they hit it off great, a rift in their relationship formed when Sira mistakenly thought Tidus was talking about her behind her back (when he was actually talking about Zonya, the fire dragon). Ever since then, she's felt unappreciated, but in ""Rumor has it"", she found out the truth and actually kissed Tidus in return for saying how great he thought she was, including ""perfect"". Before the events of ""Rumor Has It,"" he helped the elves rescue the dragons in ""Dragons to Save, Time to be Brave.""",,,,
"Tidus currently runs the Elvendale School of Dragons, a place where dragons come to learn flying techniques and perform strength-building exercises, as seen in ""Born to do It."" Sira used to work at the Elvendale School of Dragons with him. Now that her relationship with Tidus has been mended, it has yet to be seen whether she will return to help Tidus, or devote all her attention to running The Starlight Inn.",,,,
"Tidus is thoughtful, sensitive, and helpful. He has the patience and compassion needed to be a good dragon trainer. Tidus is very knowledgeable about dragons, and his connection with them makes him a valuable elf to have around. His friends often come to him for dragon-related advice, which he is always happy to give. Tidus gives many compliments, such as commenting that Emily has nice ears, or saying that Sira is smart, funny, and brave. Some might interpret this as flirting, but maybe Tidus just sees the good in everyone around him.",,,,
"Tidus has turquoise hair that is kept neatly combed. He also has turquoise eyes, a dark complexion, and two ""Elf Tattoos"" - one, a geometric design on his cheek, and the other, a pattern of swirls on his shoulder.",,,,
"Tidus sports a navy blue tank-top with turquoise, geometric shapes on it. The sash that he wears across his shirt is light-brown, and mostly consists of thin straps. The part that covers his right shoulder is thicker, with a ""feathered"" pattern, and has a turquoise emblem on it. He also wears black pants.",,,,
"Teclis, High Loremaster of Hoeth and Warden of the White Tower, is considered by many to be one of the greatest and most powerful sorcerers this world has ever known. Teclis is the twin brother of Tyrion, the famous Elven Hero and the widely-proclaimed Defender of Ulthuan. Being of the Line of Aenarion, each of his descendants is destined for greatness amongst the Ten Kingdoms. This has made Tyrion a masterful warrior and general, and in turn, this greatness makes Teclis proficient and knowledgeable in all arts and forms of magic.[1a]",,,,
"It is said that Teclis is not a far cry to the most ancient and revered Elven mage in history; the legendary Caledor Dragontamer, whose heroic sacrifice led to the creation of a great and mighty Vortex which sucked the corrupting influence of Chaos from this world, saving it from eternal damnation. Few within the world can match Teclis and his powers over magic. No one, not even the mighty Witch King of Naggaroth, could best him in a mighty magical duel. Indeed, ever since the Battle of Finuval Plain, Teclis has cemented his place in history as Malekith's only true superior. It is even claimed that Teclis' power approaches that of the Great Necromancer, and so it is fortunate that the Loremaster has devoted his life to thwarting all malevolent powers.[1a]",,,,
"The twins differ greatly in their outlook on the world. Where Tyrion sees the protection of Ulthuan as his chief duty, Teclis seeks to safeguard the whole world and those that live in it. Such is his ideology that he came to the aid of Magnus the Pious during the Great War Against Chaos, and therefore founded the Colleges of Magic in the Empire. Since then, Teclis has walked abroad in many other lands, sharing his wisdom with those who have need of it, and wielding his magics to keep the dark forces of Chaos at bay. Thus will Teclis' legend endure long after heroes of the sword have been forgotten, for his actions shape not a battle, nor even a campaign, but the future of the world itself.[1a]",,,,
"Teclis, along with his brother Tyrion, were born as twin sons to the scholarly Prince Arathion, a distant descendant to Phoenix King Aenarion himself. Ever since Princess Alysia, the twin's mother died during childbirth, much of their lives were spent within a secluded manor within Ulthuan's remote backcountry. His father, having spent most of his life and fortune trying to repair the ancient Armor of Aenarion, did little to teach or raise the boys himself. Instead, the elderly Thornberry put it upon herself to take care of the rash and energetic Tyrion, and the frail and sickly Teclis.[5a] This all changed the day the twins came of age and were required to be presented to the current Phoenix King.[5b]",,,,
"With heavy hearts, their father, who never truly spent as much time as he would with his sons, nevertheless showed great sorrow in his eyes when he saw them go. With the aid of Lady Malene, their aunt and Korhien Ironglaive, a White Lion bodyguard, the twins were safely escorted towards the capital city of Lothern. From there, the twins began to learn their respective arts, and in a pivotal moment, the twins came face to face with N'Kari, the Slaaneshi Greater Daemon who led the Rape of Ulthuan all those years ago. Upon the great Temple of Asuryan, the twins would've met their death by the hands of this Daemon, but the God Asuryan came to their aid, banishing the daemon from the mortal plane once more. In that moment, all saw that from day on, the twins were marked by the hands of destiny",,,,
"Teclis has the attitude and insightfulness of a mage destined. Like his brother, Teclis bears the Curse of Aenarion, and this curse has made Teclis frail and sickly from the moment of his birth. Were it not for the many medical remedies and magical potions bought at great expense to keep his strength up, Teclis would've died many years ago. It was only the love and care of his brother Tyrion and the elderly Thornberry which saw Teclis pull through this rough childhood. Despite their father's overall lack of interest in the well-being of his children, it has always been known within the family that their father favours Teclis over his other son Tyrion. This is due in the most part because, like Teclis, Prince Arathion was a scholar and a mage of great skill and prestige.",,,,
"During times when his father would seclude himself in his studies, trying to repair the Armor of Aenarion, Teclis would often be there and help him despite his sickly condition. In fact, many of Prince Arathion's traits can be seen clearly upon Teclis himself.[5a] Teclis is an extremely thorough and calculating person, who values all knowledge found and puts great effort in trying to figure out its meaning, no matter how subtle or trivial it may seem to others. This has made him seek out all forms of knowledge within the world, journeying to many distant lands and braving many perils to know the true secrets of magic. He hopes that by doing so, he may one day find the ultimate knowledge on how to finally rid the world of Chaos once and for all",,,,
"Sword of Teclis - This sword was forged by Teclis, a powerful weapon to protect himself as he began the perilous quest to rescue his brother Tyrion and the Everqueen. It is charged with crackling energy that rends apart those struck by its shining blade.[1a]",,,,
"Moon Staff of Lileath - The Moon Staff is imbued with the immortal power of the goddess Lileath, eternally youthful daughter of Isha, which flows through Teclis and invigorates his feeble frame. In times of great need, Teclis can call upon the full power of the staff. Doing so allows him to unleash a fearsome barrage of magical power, or else dissipate dangerous sorcerers energies before they spiral out of control, but also leaves Teclis himself badly weakened.[1a]",,,,
"Farran is an earth elf - through and through. He is very grounded and has a strong bond with all earth and rock materials. Farran likes to see himself as the leader of the group, but he is really more a caring, nurturing type than captain material. He is very attached to his home and the plants he takes care of there. Powers: Controls earth elements like soil, plants and rocks. Strengths: He is a lot stronger – both magically and personally – than he thinks, responsible, kind, reliable, helpful, giving. Flaws: Worries too much, can’t help but collect things, doesn’t always see social patterns clearly, very cautious in potential dangerous situations, gets in fights over leadership. Skills: He has a special bond with nature (on land), can make anything grow and thrive, can magically “talk” to plants and animals, is physically strong. Favorite things: Nature, plants, animals, musical instruments, seeds, bags, tools.Farran once fell asleep watching a plant grow. When he woke up, it had grown to six times his height and lifted him to its top. He had to build a rope ladder from its vines to climb down! Farran is logical, loyal, and down-to-earth. He will sometimes burst into long motivational speeches that the others tend to ignore. A stickler for safety, Farran will pay attention to rules and details that may escape his friends' notice. Even when he doesn't have all the answers, Farran will try to act like he knows what he's doing, so that the others will look up to him for leadership. In ""Unite the Magic"", and ""The Dragon Whisperer"", he is shown to have a large appetite. He especially likes to eat delicious pastry foods made by Johnny Baker.Farran has dark-brown hair that is slightly tousled. He also has light-green eyes, a fair complexion, and two ""Elf Tattoos"" - one, a green zigzag on his cheek, and the other, the earth insignia (a leaf with three points) on his shoulder.",,,,
"War Crown of Saphery - The War Crown is an ancient symbol of the magical realms of Saphery, seldom seen outside the walls of the White Tower except in times of peril. It was gifted to Teclis by the former High Loremaster on the eve of the young mage's departure on his quest for his brother, Tyrion.[1a]",,,,
"Potions of Inner Strength - Since his sickly childhood, Teclis has carried supplies of these revitalizing tonics wherever he goes. Both sparkle in the light as if the Loremaster had captured stars to brew his potion, but while Sariour is a golden, sunlike yellow, Charoi is the deepest blue of night.[3f]",,,,
"Noctura was banished to the Shadow World by her closest friend, Lumia, and can now only speak through the waters of Shadow Fountain to Ragana. Supposedly, Lumia created the Shadow World as a ""gift"" for Noctura, when in reality it was nothing more than a trap. Noctura has been banished for so long that she is thought to be nothing more than a myth. ""The Legend of Noctura"" is a tale that elves tell children to frighten them. But as Noctura prepares to put her schemes into motion, Elvendale will soon realize that this dangerous foe is all too real. Noctura is a vindictive villain who delights in wreaking havoc. For the last thousand years, she has been plotting her revenge, and is finally ready to take action. Her fiendish plans for Elvendale are to drain the world of its magic. This diabolical elf is determined to get her revenge, and claims that ""death is coming on swift black wings."" Noctura has long black hair tinged with teal at the ends, which flows freely down her back. She also has piercing teal eyes, a pale complexion, a reddish-pink lip color, and a swirling black crown on her forehead. Her long black dress has a bat-shaped design on the torso in teal and pale-yellow. There is another bat-shaped design at the bottom of her skirt, solely in teal. Grey swirls surround these bat-emblems. The left side of her dress is long-sleeved, while the right side is sleeveless. To complete the look, she dons a teal cape with a jagged, bat-like finish at the bottom.",,,,
"Naida the water elf is an adventurer at heart. She is a sensitive daydreamer, who is not afraid to follow her dreams and loves to sail the Izdur Ocean. With her quiet bravery and wisdom she is pretty popular, and her empathetic, nice and patient personality makes her an important element in a group.Naida has aqua hair that fades to dark-blue at the ends, which she leaves long and flowing.  A braid goes across the top of her head, as a headband would.  She also has aqua eyes, a light complexion, and one facial tattoo – a white, water-themed mark on her cheek.  On her shoulder is the water insignia (a crescent-shaped wave). She also wears a swirling blue crown on her forehead. Powers: Controls bodies of water: the sea, lakes and waterfalls. Strengths: Confident, helpful, nurturing and wise. Flaws: Daydreamer, a bit quieter than the rest, and can be quite stubborn at times. Skills: She controls water and has a special relationship with all water animals; she is quite powerful for her age. She can make others feel special. Favorite things: Adventures, maps, friendship, animals and board games, sailing and spending time in the spa.",,,,
"Naida lives by the water in her houseboat, and sometimes she stays in an old beautiful spa, where her friend Delphia the dolphin lives. Naida might be a little more reserved than her friends, but when encouraged to, she will let loose and join in the fun. She seems to have stage fright, feeling uncomfortable with dancing in front of her friends, or talking in front of a camera. Naida doesn't seem to have as much thirst for adventure as her friends, avoiding scary situations that can potentially lead to danger (such as exploring a cave.) Although she might prefer to spend time at her relaxing and peaceful spa, Naida would never let a little thing like fear stop her, and won't hesitate to go on a mission.",,,,
"faerie, also spelled faerie or faery, a mythical being of folklore and romance usually having magic powers and dwelling on earth in close relationship with humans. It can appear as a dwarf creature typically having green clothes and hair, living underground or in stone heaps, and characteristically exercising magic powers to benevolent ends; as a diminutive sprite commonly in the shape of a delicate, beautiful, ageless winged woman dressed in diaphanous white clothing, inhabiting faerieland, but making usually well-intentioned intervention in personal human affairs; or as a tiny, mischievous, and protective creature generally associated with a household hearth.",,,,
"faeries are usually conceived as being characteristically beautiful or handsome and as having lives corresponding to those of human beings, though longer. They have no souls and at death simply perish. They often carry off children, leaving changeling substitutes, and they also carry off adults to faerieland, which resembles pre-Christian abodes of the dead. People transported to faerieland cannot return if they eat or drink there. faerie and human lovers may marry, though only with restrictions whose violation ends the marriage and, often, the life of the human. Some female faeries are deadly to human lovers. faeries are said to be of human size or smaller, down to a height of 3 inches (7.5 cm) or less. Female faeries may tell fortunes, particularly prophesying at births and foretelling deaths. Several herbs, especially St.-John’s-wort and yarrow, are potent against faeries, and hawthorn trees, foxglove, and groundsel are so dear to them that abuse of these plants may bring retribution.",,,,
"faeries, just like any fantastical creature born in the imaginations of men and women, can be whatever we wish them to be, take on whatever form we fancy, speak and do the things the writers of their stories make them speak and do. It’s hard to pin down characteristics of a group of creatures who have been seen in so many different lights.",,,,
"Freckles are really just the kisses of faeries.faeries live where there is the least chance of human contact – in forests, up trees, in hollow places, on mountainsides, and even – in some stories – in invisible realms right among humankind. faeries love honey cake, milk, nectar, and sweet butter. faeries watch over and protect the natural world – woodlands, trees, rivers and growing things. Many faeries like to play practical (and sometimes not-so-practical) jokes on humans and even each other. Iron negates a faeries’ magical powers and causes them pain. A sudden chill breeze, or ripples across the surface of water, are often indications that a faerie is nearby. faeries can live to be hundreds of years old. faeries are magical by nature. faeries love to dance.  Many legends claim faeries are prone to kidnapping human babies, leaving a changeling in its place. The oldest and strongest faeries are fallen angels. Some faeries were once humans who simply got lost in faerieland. faeries are quick to do you a favor … and even quicker to demand payment for it.",,,,
"A faerie is a magical creature who resembles a human. Beyond that, defining faeries is almost impossible. Their legend is as old as European civilization itself, and they come in all colors, sizes, and temperaments. No two faerie encounters are quite the same!",,,,
"The fey people are as diverse in personality as they are in appearance. Their most common traits are a quick wit, a love of parties. Beyond this, they come in all habits and tempers.",,,,
"Some faeries are helpful. They guide travelers who are lost in the forest back towards home. They help with household chores, often going to work overnight, so that their hosts wake up to a happy surprise. If they are particularly fond of you, they might even lead you to treasure, give you magical gifts, help you win your true love’s hand in marriage, or cast a lucky charm over your life.",,,,
"Others are mischievous. They delight in misleading travelers or luring them into exhausting dances that go one for days. They also like to taunt domestic animals, pinching horses to make them gallop, stealing milk from cows, and playing cat-and-mouse with cats.",,,,
"And then there are some faeries who are dangerous—so dangerous that, for centuries, they were called “the good folk,” “the little people,” or “the neighbors” because people were too afraid of them to say their name aloud. These faeries usually live in hierarchies, where the king or queen is the most dangerous of all. They don’t just get travelers lost; they lead them into deadly bogs. When they take a liking to a human baby, they don’t cast a charm over its life. They steal it from its cradle and replace it with a sickly “changeling.” And if they ever share their dances or treasure with you, be sure that the gift comes with a curse. The most dangerous faeries can declare ware over small disputes. Fortunately, they are more likely to go to war with other magical creatures, like pixies or trolls.",,,,
"It’s important to be aware that most faeries have fluid personalities. They can go from helpful to mischievous quickly, and despite their cleverness, they don’t have to have a reason for their decisions!",,,,
